valid set
+-------------+-------+--------+-------+-------------+----------+--------------+
|             |   pos |    neg |   amb |        pos% |     neg% |         amb% |
| ENCSR822CEA |  1459 | 223668 | 18062 | 0.00599945  | 0.919729 |   0.0742715  |
| ENCSR000DNC |   755 | 239179 |  3255 | 0.00310458  | 0.983511 |   0.0133847  |
| ENCSR611JJS |  1560 | 226174 | 15455 | 0.00641476  | 0.930034 |   0.0635514  |
| ENCSR125DKL |  2065 | 223676 | 17448 | 0.00849134  | 0.919762 |   0.0717467  |
| ENCSR000DXQ |   854 | 237217 |  5118 | 0.00351167  | 0.975443 |   0.0210454  |
| ENCSR000DUB |   653 | 239275 |  3261 | 0.00268515  | 0.983906 |   0.0134093  |
| ENCSR000DSU |   869 | 231322 | 10998 | 0.00357335  | 0.951203 |   0.0452241  |
| ENCSR000DMO |   964 | 236236 |  5989 | 0.003964    | 0.971409 |   0.0246269  |
| ENCSR756ZKG |  1393 | 227299 | 14497 | 0.00572806  | 0.93466  |   0.0596121  |
| ENCSR000DUX |   879 | 229827 | 12483 | 0.00361447  | 0.945055 |   0.0513304  |
| ENCSR000DTW |   953 | 237284 |  4952 | 0.00391876  | 0.975718 |   0.0203628  |
| ENCSR036EGV |  1961 | 225822 | 15406 | 0.00806369  | 0.928586 |   0.0633499  |
| ENCSR000DKR |   493 | 233771 |  8925 | 0.00202723  | 0.961273 |   0.0366999  |
| ENCSR000DKZ |   502 | 234088 |  8599 | 0.00206424  | 0.962576 |   0.0353593  |
| ENCSR000DVQ |  1005 | 230687 | 11497 | 0.00413259  | 0.948591 |   0.047276   |
| ENCSR000DUP |   295 | 239982 |  2912 | 0.00121305  | 0.986813 |   0.0119742  |
| ENCSR000DTI |  1105 | 226291 | 15793 | 0.00454379  | 0.930515 |   0.0649413  |
| ENCSR000DXW |  1014 | 234468 |  7707 | 0.0041696   | 0.964139 |   0.0316914  |
| ENCSR000DLW |   714 | 242475 |   nan | 0.00293599  | 0.997064 | nan          |
| ENCSR000DMR |  1440 | 234189 |  7560 | 0.00592132  | 0.962992 |   0.0310869  |
| ENCSR000DWE |   803 | 241878 |   508 | 0.00330196  | 0.994609 |   0.00208891 |
| ENCSR000DMA |   864 | 242325 |   nan | 0.00355279  | 0.996447 | nan          |
| ENCSR000DRU |   765 | 234799 |  7625 | 0.0031457   | 0.9655   |   0.0313542  |
| ENCSR000DVA |   856 | 230636 | 11697 | 0.0035199   | 0.948382 |   0.0480984  |
| ENCSR125NBL |  1625 | 226625 | 14939 | 0.00668205  | 0.931888 |   0.0614296  |
| ENCSR000BPJ |   802 | 234245 |  8142 | 0.00329785  | 0.963222 |   0.0334801  |
| ENCSR027HML |  2405 | 222559 | 18225 | 0.00988943  | 0.915169 |   0.0749417  |
| ENCSR000DPS |   764 | 230781 | 11644 | 0.00314159  | 0.948978 |   0.0478805  |
| ENCSR000DPG |   771 | 236551 |  5867 | 0.00317037  | 0.972704 |   0.0241253  |
| ENCSR196HOM |  3482 | 222445 | 17262 | 0.0143181   | 0.9147   |   0.0709818  |
| ENCSR541AMF |  1828 | 225363 | 15998 | 0.00751679  | 0.926699 |   0.0657842  |
| ENCSR000DUH |   745 | 241994 |   450 | 0.00306346  | 0.995086 |   0.00185041 |
| ENCSR000DKN |   887 | 234424 |  7878 | 0.00364737  | 0.963958 |   0.0323946  |
| ENCSR673WZL |  1005 | 228762 | 13422 | 0.00413259  | 0.940676 |   0.0551916  |
| ENCSR000AUV |  1337 | 222897 | 18955 | 0.00549778  | 0.916559 |   0.0779435  |
| ENCSR000DMY |   668 | 233736 |  8785 | 0.00274683  | 0.961129 |   0.0361242  |
| ENCSR430YRJ |  1431 | 219911 | 21847 | 0.00588431  | 0.90428  |   0.0898355  |
| ENCSR084RDK |  1603 | 223345 | 18241 | 0.00659158  | 0.918401 |   0.0750075  |
| ENCSR000DPV |   931 | 230953 | 11305 | 0.0038283   | 0.949685 |   0.0464865  |
| ENCSR000DUM |   991 | 226036 | 16162 | 0.00407502  | 0.929466 |   0.0664586  |
| ENCSR000DYB |   716 | 228582 | 13891 | 0.00294421  | 0.939936 |   0.0571202  |
| ENCSR000DWQ |  1040 | 227978 | 14171 | 0.00427651  | 0.937452 |   0.0582716  |
| ENCSR000AHD |  1035 | 231905 | 10249 | 0.00425595  | 0.9536   |   0.0421442  |
| ENCSR932ZMX |  1381 | 234879 |  6929 | 0.00567871  | 0.965829 |   0.0284922  |
| ENCSR240PRQ |  1502 | 225818 | 15869 | 0.00617627  | 0.92857  |   0.0652538  |
| ENCSR000AKB |   987 | 230477 | 11725 | 0.00405857  | 0.947728 |   0.0482135  |
| ENCSR000EIC |   965 | 231392 | 10832 | 0.00396811  | 0.95149  |   0.0445415  |
| ENCSR000AKO |  1333 | 241856 |   nan | 0.00548133  | 0.994519 | nan          |
| ENCSR000BLX |   708 | 236727 |  5754 | 0.00291132  | 0.973428 |   0.0236606  |
| ENCSR000DML |   814 | 242046 |   329 | 0.00334719  | 0.9953   |   0.00135286 |
| ENCSR000APM |   960 | 231452 | 10777 | 0.00394755  | 0.951737 |   0.0443153  |
| ENCSR856JJB |  3538 | 221775 | 17876 | 0.0145484   | 0.911945 |   0.0735066  |
| ENCSR000BNO |   456 | 235920 |  6813 | 0.00187508  | 0.97011  |   0.0280152  |
| ENCSR402IDP |  1148 | 223502 | 18539 | 0.00472061  | 0.919047 |   0.0762329  |
| ENCSR000DKP |   510 | 234699 |  7980 | 0.00209713  | 0.965089 |   0.032814   |
| ENCSR066BZZ |  2395 | 226151 | 14643 | 0.00984831  | 0.929939 |   0.0602124  |
| ENCSR000DVI |  1019 | 231747 | 10423 | 0.00419016  | 0.95295  |   0.0428597  |
| ENCSR000AOO |   727 | 231693 | 10769 | 0.00298944  | 0.952728 |   0.0442824  |
| ENCSR000ANO |   881 | 233685 |  8623 | 0.0036227   | 0.960919 |   0.035458   |
| ENCSR000DPF |  1050 | 233037 |  9102 | 0.00431763  | 0.958255 |   0.0374277  |
| ENCSR000DRB |   904 | 238856 |  3429 | 0.00371727  | 0.982183 |   0.0141001  |
| ENCSR000DLB |   737 | 234164 |  8288 | 0.00303056  | 0.962889 |   0.0340805  |
| ENCSR000DMV |   959 | 242230 |   nan | 0.00394343  | 0.996057 | nan          |
| ENCSR000DPY |   784 | 235569 |  6836 | 0.00322383  | 0.968666 |   0.0281098  |
| ENCSR000DRR |   739 | 236214 |  6236 | 0.00303879  | 0.971319 |   0.0256426  |
| ENCSR359LOD |  1896 | 224723 | 16570 | 0.00779641  | 0.924067 |   0.0681363  |
| ENCSR000ATN |  1034 | 227763 | 14392 | 0.00425184  | 0.936568 |   0.0591803  |
| ENCSR000DND |   506 | 241185 |  1498 | 0.00208069  | 0.991759 |   0.00615982 |
+-------------+-------+--------+-------+-------------+----------+--------------+
test set
+-------------+-------+--------+-------+-------------+----------+--------------+
|             |   pos |    neg |   amb |        pos% |     neg% |         amb% |
|-------------+-------+--------+-------+-------------+----------+--------------|
| ENCSR000ANS |  1265 | 235967 | 12008 | 0.00507543  | 0.946746 |   0.0481785  |
| ENCSR315NAC |  1882 | 225546 | 21812 | 0.00755095  | 0.904935 |   0.087514   |
| ENCSR847XGE |  3732 | 219284 | 26224 | 0.0149735   | 0.879811 |   0.105216   |
| ENCSR987GXT |  2138 | 232069 | 15033 | 0.00857808  | 0.931107 |   0.0603154  |
| ENCSR254YRM |   869 | 237324 | 11047 | 0.0034866   | 0.952191 |   0.0443227  |
| ENCSR785YRL |   999 | 229400 | 18841 | 0.00400818  | 0.920398 |   0.0755938  |
| ENCSR000DTL |  1495 | 236619 | 11126 | 0.00599823  | 0.949362 |   0.0446397  |
| ENCSR000DRP |  1257 | 244920 |  3063 | 0.00504333  | 0.982667 |   0.0122894  |
| ENCSR000DPM |  1251 | 235721 | 12268 | 0.00501926  | 0.945759 |   0.0492216  |
| ENCSR000DMS |  1190 | 241529 |  6521 | 0.00477451  | 0.969062 |   0.0261635  |
| ENCSR000DUU |  1222 | 240366 |  7652 | 0.0049029   | 0.964396 |   0.0307013  |
| ENCSR303GFI |  1778 | 231633 | 15829 | 0.00713369  | 0.929357 |   0.0635091  |
| ENCSR000DXI |  1061 | 243290 |  4889 | 0.00425694  | 0.976127 |   0.0196156  |
| ENCSR000DKV |   930 | 248310 |   nan | 0.00373134  | 0.996269 | nan          |
| ENCSR000DPP |  1127 | 238923 |  9190 | 0.00452175  | 0.958606 |   0.0368721  |
| ENCSR000DMH |   511 | 246666 |  2063 | 0.00205023  | 0.989673 |   0.00827716 |
| ENCSR000DXD |  1665 | 234526 | 13049 | 0.00668031  | 0.940965 |   0.0523552  |
| ENCSR243INX |  2030 | 227148 | 20062 | 0.00814476  | 0.911363 |   0.0804927  |
| ENCSR000EFI |   981 | 237882 | 10377 | 0.00393597  | 0.954429 |   0.0416346  |
| ENCSR560BUE |  1595 | 233082 | 14563 | 0.00639945  | 0.935171 |   0.0584296  |
| ENCSR460LGH |  4308 | 221950 | 22982 | 0.0172845   | 0.890507 |   0.0922083  |
| ENCSR000DRZ |   924 | 241186 |  7130 | 0.00370727  | 0.967686 |   0.028607   |
| ENCSR000BQE |   501 | 238778 |  9961 | 0.00201011  | 0.958024 |   0.0399655  |
| ENCSR817HTJ |  2449 | 232866 | 13925 | 0.00982587  | 0.934304 |   0.0558698  |
| ENCSR000BIE |  1124 | 240581 |  7535 | 0.00450971  | 0.965258 |   0.0302319  |
| ENCSR072EUE |  1627 | 232370 | 15243 | 0.00652784  | 0.932314 |   0.0611579  |
| ENCSR252QYR |  1264 | 234576 | 13400 | 0.00507142  | 0.941165 |   0.0537634  |
| ENCSR000DUS |  1314 | 237040 | 10886 | 0.00527203  | 0.951051 |   0.0436768  |
| ENCSR265ARE |  3088 | 231578 | 14574 | 0.0123897   | 0.929137 |   0.0584738  |
| ENCSR000AUE |  1694 | 233912 | 13634 | 0.00679666  | 0.938501 |   0.0547023  |
| ENCSR000DMF |   994 | 239902 |  8344 | 0.00398812  | 0.962534 |   0.0334778  |
| ENCSR261VAS |  1143 | 234720 | 13377 | 0.00458594  | 0.941743 |   0.0536712  |
| ENCSR000DTA |  1507 | 236521 | 11212 | 0.00604638  | 0.948969 |   0.0449848  |
| ENCSR000DQY |    86 | 247575 |  1579 | 0.000345049 | 0.99332  |   0.00633526 |
| ENCSR000AOA |  1539 | 229277 | 18424 | 0.00617477  | 0.919905 |   0.0739207  |
| ENCSR000DTO |  1306 | 236521 | 11413 | 0.00523993  | 0.948969 |   0.0457912  |
| ENCSR000DRE |   857 | 245928 |  2455 | 0.00343845  | 0.986712 |   0.00984994 |
| ENCSR000DNI |   764 | 240079 |  8397 | 0.00306532  | 0.963244 |   0.0336904  |
| ENCSR634OAQ |  1961 | 227068 | 20211 | 0.00786792  | 0.911042 |   0.0810905  |
| ENCSR000DVH |  1087 | 242237 |  5916 | 0.00436126  | 0.971903 |   0.0237362  |
| ENCSR000DSZ |  1252 | 233084 | 14904 | 0.00502327  | 0.935179 |   0.0597978  |
| ENCSR000DYD |   950 | 239900 |  8390 | 0.00381159  | 0.962526 |   0.0336623  |
| ENCSR857PBV |  3750 | 220816 | 24674 | 0.0150457   | 0.885957 |   0.098997   |
| ENCSR000DNA |   840 | 240793 |  7607 | 0.00337025  | 0.966109 |   0.0305208  |
| ENCSR000DLS |   727 | 248513 |   nan | 0.00291687  | 0.997083 | nan          |
| ENCSR000DQI |  1253 | 238834 |  9153 | 0.00502728  | 0.958249 |   0.0367236  |
| ENCSR619IUE |  1156 | 238666 |  9418 | 0.0046381   | 0.957575 |   0.0377869  |
| ENCSR203QEB |  3277 | 223027 | 22936 | 0.013148    | 0.894828 |   0.0920238  |
| ENCSR000APF |  1478 | 237343 | 10419 | 0.00593003  | 0.952267 |   0.0418031  |
| ENCSR000DQW |  1150 | 237836 | 10254 | 0.00461403  | 0.954245 |   0.0411411  |
| ENCSR000DQN |   908 | 241278 |  7054 | 0.00364307  | 0.968055 |   0.028302   |
| ENCSR000BSE |  1069 | 234150 | 14021 | 0.00428904  | 0.939456 |   0.056255   |
| ENCSR000DTR |  1275 | 235885 | 12080 | 0.00511555  | 0.946417 |   0.0484673  |
| ENCSR000DWH |  1404 | 237887 |  9949 | 0.00563312  | 0.95445  |   0.0399173  |
| ENCSR000DWY |   961 | 247828 |   451 | 0.00385572  | 0.994335 |   0.0018095  |
| ENCSR000DZN |   870 | 241641 |  6729 | 0.00349061  | 0.969511 |   0.0269981  |
| ENCSR000BNH |  1164 | 238882 |  9194 | 0.0046702   | 0.958442 |   0.0368881  |
| ENCSR000EGM |  1386 | 234466 | 13388 | 0.00556091  | 0.940724 |   0.0537153  |
| ENCSR812FNU |  2276 | 229919 | 17045 | 0.00913176  | 0.92248  |   0.0683879  |
| ENCSR000DQD |  1393 | 236764 | 11083 | 0.00558899  | 0.949944 |   0.0444672  |
| ENCSR000DLG |   558 | 239820 |  8862 | 0.00223881  | 0.962205 |   0.0355561  |
| ENCSR822CEA |  1823 | 229109 | 18308 | 0.00731424  | 0.91923  |   0.0734553  |
| ENCSR000DNC |   973 | 244248 |  4019 | 0.00390387  | 0.979971 |   0.016125   |
| ENCSR611JJS |  1965 | 231516 | 15759 | 0.00788397  | 0.928888 |   0.0632282  |
| ENCSR125DKL |  2574 | 230488 | 16178 | 0.0103274   | 0.924763 |   0.0649093  |
| ENCSR000DXQ |   999 | 243225 |  5016 | 0.00400818  | 0.975867 |   0.0201252  |
| ENCSR000DUB |   955 | 242926 |  5359 | 0.00383165  | 0.974667 |   0.0215014  |
| ENCSR000DSU |  1069 | 237671 | 10500 | 0.00428904  | 0.953583 |   0.0421281  |
| ENCSR000DMO |  1188 | 241594 |  6458 | 0.00476649  | 0.969323 |   0.0259108  |
| ENCSR756ZKG |  1707 | 233382 | 14151 | 0.00684882  | 0.936375 |   0.0567766  |
| ENCSR000DUX |  1112 | 236356 | 11772 | 0.00446156  | 0.948307 |   0.0472316  |
| ENCSR000DTW |  1186 | 242081 |  5973 | 0.00475847  | 0.971277 |   0.0239649  |
| ENCSR036EGV |  2446 | 230693 | 16101 | 0.00981383  | 0.925586 |   0.0646004  |
| ENCSR000DKR |   643 | 237906 | 10691 | 0.00257984  | 0.954526 |   0.0428944  |
| ENCSR000DKZ |   642 | 239377 |  9221 | 0.00257583  | 0.960428 |   0.0369965  |
| ENCSR000DVQ |  1253 | 237305 | 10682 | 0.00502728  | 0.952114 |   0.0428583  |
| ENCSR000DUP |   458 | 245849 |  2933 | 0.00183759  | 0.986395 |   0.0117678  |
| ENCSR000DTI |  1426 | 233019 | 14795 | 0.00572139  | 0.934918 |   0.0593605  |
| ENCSR000DXW |  1328 | 238669 |  9243 | 0.0053282   | 0.957587 |   0.0370847  |
| ENCSR000DLW |   828 | 248412 |   nan | 0.0033221   | 0.996678 | nan          |
| ENCSR000DMR |  1619 | 240315 |  7306 | 0.00649575  | 0.964191 |   0.0293131  |
| ENCSR000DWE |  1190 | 247253 |   797 | 0.00477451  | 0.992028 |   0.00319772 |
| ENCSR000DMA |  1174 | 248066 |   nan | 0.00471032  | 0.99529  | nan          |
| ENCSR000DRU |   914 | 240944 |  7382 | 0.00366715  | 0.966715 |   0.029618   |
| ENCSR000DVA |  1032 | 237440 | 10768 | 0.00414059  | 0.952656 |   0.0432033  |
| ENCSR125NBL |  1997 | 232705 | 14538 | 0.00801236  | 0.933658 |   0.0583293  |
| ENCSR000BPJ |  1228 | 236479 | 11533 | 0.00492698  | 0.9488   |   0.0462727  |
| ENCSR027HML |  2892 | 229791 | 16557 | 0.0116033   | 0.921967 |   0.0664299  |
| ENCSR000DPS |   972 | 237279 | 10989 | 0.00389986  | 0.95201  |   0.04409    |
| ENCSR000DPG |   975 | 241899 |  6366 | 0.00391189  | 0.970546 |   0.0255416  |
| ENCSR196HOM |  4236 | 226922 | 18082 | 0.0169957   | 0.910456 |   0.0725485  |
| ENCSR541AMF |  2280 | 232044 | 14916 | 0.00914781  | 0.931006 |   0.0598459  |
| ENCSR000DUH |   954 | 247746 |   540 | 0.00382764  | 0.994006 |   0.00216659 |
| ENCSR000DKN |  1035 | 238904 |  9301 | 0.00415262  | 0.95853  |   0.0373174  |
| ENCSR673WZL |  1550 | 224308 | 23382 | 0.00621891  | 0.899968 |   0.0938132  |
| ENCSR000AUV |  1793 | 230018 | 17429 | 0.00719387  | 0.922878 |   0.0699286  |
| ENCSR000DMY |   874 | 237995 | 10371 | 0.00350666  | 0.954883 |   0.0416105  |
| ENCSR430YRJ |  2082 | 220241 | 26917 | 0.00835339  | 0.88365  |   0.107996   |
| ENCSR084RDK |  1967 | 228814 | 18459 | 0.00789199  | 0.918047 |   0.0740611  |
| ENCSR000DPV |  1170 | 237608 | 10462 | 0.00469427  | 0.95333  |   0.0419756  |
| ENCSR000DUM |  1246 | 232571 | 15423 | 0.0049992   | 0.933121 |   0.0618801  |
| ENCSR000DYB |   920 | 234709 | 13611 | 0.00369122  | 0.941699 |   0.05461    |
| ENCSR000DWQ |  1309 | 234352 | 13579 | 0.00525197  | 0.940266 |   0.0544816  |
| ENCSR000AHD |  1130 | 239127 |  8983 | 0.00453378  | 0.959425 |   0.0360416  |
| ENCSR932ZMX |  1644 | 240181 |  7415 | 0.00659605  | 0.963654 |   0.0297504  |
| ENCSR240PRQ |  1887 | 232324 | 15029 | 0.00757102  | 0.93213  |   0.0602993  |
| ENCSR000AKB |  1204 | 236156 | 11880 | 0.00483069  | 0.947504 |   0.0476649  |
| ENCSR000EIC |  1140 | 237685 | 10415 | 0.0045739   | 0.953639 |   0.041787   |
| ENCSR000AKO |  1998 | 247242 |   nan | 0.00801637  | 0.991984 | nan          |
| ENCSR000BLX |   809 | 243050 |  5381 | 0.00324587  | 0.975165 |   0.0215896  |
| ENCSR000DML |  1043 | 247675 |   522 | 0.00418472  | 0.993721 |   0.00209437 |
| ENCSR000APM |  1185 | 237988 | 10067 | 0.00475445  | 0.954855 |   0.0403908  |
| ENCSR856JJB |  4047 | 229538 | 15655 | 0.0162374   | 0.920952 |   0.0628109  |
| ENCSR000BNO |   701 | 237791 | 10748 | 0.00281255  | 0.954064 |   0.0431231  |
| ENCSR402IDP |  1545 | 228316 | 19379 | 0.00619884  | 0.916049 |   0.0777524  |
| ENCSR000DKP |   683 | 238311 | 10246 | 0.00274033  | 0.956151 |   0.041109   |
| ENCSR066BZZ |  2867 | 231559 | 14814 | 0.011503    | 0.92906  |   0.0594367  |
| ENCSR000DVI |  1230 | 237619 | 10391 | 0.004935    | 0.953374 |   0.0416907  |
| ENCSR000AOO |   942 | 238121 | 10177 | 0.00377949  | 0.955388 |   0.0408321  |
| ENCSR000ANO |  1091 | 239057 |  9092 | 0.00437731  | 0.959144 |   0.0364789  |
| ENCSR000DPF |  1165 | 241265 |  6810 | 0.00467421  | 0.968003 |   0.0273231  |
| ENCSR000DRB |  1159 | 244362 |  3719 | 0.00465014  | 0.980429 |   0.0149214  |
| ENCSR000DLB |   931 | 240170 |  8139 | 0.00373536  | 0.963609 |   0.0326553  |
| ENCSR000DMV |  1064 | 248176 |   nan | 0.00426898  | 0.995731 | nan          |
| ENCSR000DPY |   967 | 241697 |  6576 | 0.00387979  | 0.969736 |   0.0263842  |
| ENCSR000DRR |   907 | 241682 |  6651 | 0.00363906  | 0.969676 |   0.0266851  |
| ENCSR359LOD |  2404 | 229335 | 17501 | 0.00964532  | 0.920137 |   0.0702175  |
| ENCSR000ATN |  1432 | 233525 | 14283 | 0.00574547  | 0.936948 |   0.0573062  |
| ENCSR000DND |   668 | 246834 |  1738 | 0.00268015  | 0.990347 |   0.0069732  |
+-------------+-------+--------+-------+-------------+----------+--------------+
train set
+-------------+------------------+-------------+------------------+------------+----------+-------------+
|             |              pos |         neg |              amb |       pos% |     neg% |        amb% |
|-------------+------------------+-------------+------------------+------------+----------+-------------|
| ENCSR000ANS | 551172           | 4.89472e+06 |      1.00454e+06 | 0.0854472  | 0.75882  |   0.155732  |
| ENCSR315NAC | 786923           | 4.45812e+06 |      1.20539e+06 | 0.121995   | 0.691135 |   0.186869  |
| ENCSR847XGE |      1.4639e+06  | 3.76395e+06 |      1.22258e+06 | 0.226946   | 0.583519 |   0.189535  |
| ENCSR987GXT | 927160           | 4.27557e+06 |      1.24771e+06 | 0.143736   | 0.662834 |   0.19343   |
| ENCSR254YRM | 368195           | 5.43837e+06 | 643873           | 0.0570806  | 0.843101 |   0.0998185 |
| ENCSR785YRL | 362631           | 5.2448e+06  | 843008           | 0.0562181  | 0.813092 |   0.13069   |
| ENCSR000DTL | 633060           | 5.02836e+06 | 789020           | 0.0981422  | 0.779537 |   0.12232   |
| ENCSR000DRP | 549475           | 5.55176e+06 | 349197           | 0.0851842  | 0.86068  |   0.0541354 |
| ENCSR000DPM | 530336           | 5.11735e+06 | 802754           | 0.0822171  | 0.793333 |   0.12445   |
| ENCSR000DMS | 528068           | 5.38149e+06 | 540878           | 0.0818655  | 0.834283 |   0.0838514 |
| ENCSR000DUU | 536072           | 5.2624e+06  | 651970           | 0.0831063  | 0.81582  |   0.101074  |
| ENCSR303GFI | 843369           | 4.59298e+06 |      1.01409e+06 | 0.130746   | 0.712041 |   0.157213  |
| ENCSR000DXI | 462386           | 5.36367e+06 | 624382           | 0.0716829  | 0.83152  |   0.0967969 |
| ENCSR000DKV | 417580           | 6.03286e+06 |    nan           | 0.0647367  | 0.935263 | nan         |
| ENCSR000DPP | 490748           | 5.34842e+06 | 611274           | 0.0760798  | 0.829155 |   0.0947647 |
| ENCSR000DMH | 215622           | 5.90059e+06 | 334225           | 0.0334275  | 0.914758 |   0.0518143 |
